MIRNA_ID	HAIRPIN_ID	FULL_ALIGN_HAIRPIN_START_INDEX	FULL_ALIGN_HAIRPIN_END_INDEX
mmu-mir-6366	mmu-mir-6366	57	78
mmu-mir-6367	mmu-mir-6367	56	77
mmu-mir-6368	mmu-mir-6368	58	78
mmu-mir-6369	mmu-mir-6369	9	31
mmu-mir-6370	mmu-mir-6370	97	117
mmu-mir-6371	mmu-mir-6371	62	84
mmu-mir-6372	mmu-mir-6372	19	41
mmu-mir-6373	mmu-mir-6373	62	83
mmu-mir-6374	mmu-mir-6374	22	43
mmu-mir-6375	mmu-mir-6375	10	32
mmu-mir-6376	mmu-mir-6376	34	55
mmu-mir-21b	mmu-mir-21b	25	47
mmu-mir-6377	mmu-mir-6377	91	113
mmu-let-7j	mmu-let-7j	33	56
mmu-let-7j	mmu-let-7i	6	27
mmu-mir-6378	mmu-mir-6378	8	29
mmu-mir-6379	mmu-mir-6379	62	83
mmu-mir-6380	mmu-mir-6380	57	80
mmu-mir-6381	mmu-mir-6381	2	22
mmu-mir-6382	mmu-mir-6382	84	107
mmu-mir-6383	mmu-mir-6383	18	38
mmu-mir-6384	mmu-mir-6384	8	27
mmu-mir-6384	mmu-mir-6344	13	29
mmu-mir-6385	mmu-mir-6385	6	26
mmu-mir-130c	mmu-mir-130c	58	79
mmu-mir-6386	mmu-mir-6386	5	28
mmu-mir-6387	mmu-mir-6387	17	38
mmu-mir-6388	mmu-mir-6388	2	22
mmu-mir-5124b	mmu-mir-5124b	6	26
mmu-mir-6389	mmu-mir-6389	10	30
mmu-mir-6389	mmu-mir-130a	42	56
mmu-mir-378c	mmu-mir-378c	4	24
mmu-mir-378c	mmu-mir-378a	43	62
mmu-mir-378c	mmu-mir-378b	67	85
mmu-mir-378c	mmu-mir-378d	16	35
mmu-mir-6390	mmu-mir-6390	41	61
mmu-mir-6391	mmu-mir-6391	77	97
mmu-mir-6392-5p	mmu-mir-6392	16	38
mmu-mir-6392-3p	mmu-mir-6392	65	87
mmu-mir-6393	mmu-mir-6393	4	25
mmu-mir-6394	mmu-mir-6394	74	94
mmu-mir-1957b	mmu-mir-1957b	31	51
mmu-mir-6395	mmu-mir-6395	3	24
mmu-mir-6395	mmu-mir-328	61	77
mmu-mir-6396	mmu-mir-6396	88	111
mmu-mir-21c	mmu-mir-21c	18	38
mmu-mir-21c	mmu-mir-21a	18	32
mmu-mir-6397	mmu-mir-6397	58	78
mmu-mir-6398	mmu-mir-6398	74	94
mmu-mir-6399	mmu-mir-6399	55	76
mmu-mir-6400	mmu-mir-6400	65	85
mmu-mir-6401	mmu-mir-6401	68	89
mmu-mir-6402	mmu-mir-6402	57	79
mmu-mir-6402	mmu-mir-145a	10	24
mmu-mir-6403	mmu-mir-6403	74	95
mmu-mir-6404	mmu-mir-6404	57	77
mmu-mir-6405	mmu-mir-6405	96	118
mmu-mir-496b	mmu-mir-496b	90	111
mmu-mir-6406	mmu-mir-6406	26	47
mmu-mir-6407	mmu-mir-6407	56	78
mmu-mir-6408	mmu-mir-6408	55	78
mmu-mir-6409	mmu-mir-6409	68	90
mmu-mir-6410	mmu-mir-6410	5	26
mmu-mir-6411	mmu-mir-6411	22	42
mmu-mir-6412	mmu-mir-6412	74	95
mmu-mir-6413	mmu-mir-6413	76	96
mmu-mir-378d	mmu-mir-378d	16	37
mmu-mir-378d	mmu-mir-378a	43	63
mmu-mir-378d	mmu-mir-378c	4	23
mmu-mir-378d	mmu-mir-378b	67	85
mmu-mir-6414	mmu-mir-6414	59	80
mmu-mir-6415	mmu-mir-6415	3	24
mmu-mir-6416-5p	mmu-mir-6416	3	23
mmu-mir-6416-3p	mmu-mir-6416	91	111
mmu-mir-6417	mmu-mir-6417	25	46
mmu-mir-6418-5p	mmu-mir-6418	24	44
mmu-mir-6418-3p	mmu-mir-6418	65	86
mmu-mir-6419	mmu-mir-6419	28	49
mmu-mir-6420	mmu-mir-6420	58	78
mmu-mir-873b	mmu-mir-873b	56	77
mmu-mir-451b	mmu-mir-451b	3	23
mmu-mir-30f	mmu-mir-30f	16	37
mmu-mir-6481	mmu-mir-6481	69	87
hsa-mir-6499-5p	hsa-mir-6499	5	26
hsa-mir-6499-3p	hsa-mir-6499	40	61
hsa-mir-548ay-5p	hsa-mir-548ay	28	48
hsa-mir-548ay-5p	hsa-mir-548d-2	25	45
hsa-mir-548ay-5p	hsa-mir-548d-1	25	45
hsa-mir-548ay-5p	hsa-mir-548ae-2	6	25
hsa-mir-548ay-5p	hsa-mir-548ad	16	35
hsa-mir-548ay-5p	hsa-mir-548b	25	42
hsa-mir-548ay-3p	hsa-mir-548ay	64	85
hsa-mir-6500-5p	hsa-mir-6500	14	37
hsa-mir-6500-3p	hsa-mir-6500	55	75
hsa-mir-548az-5p	hsa-mir-548az	20	41
hsa-mir-548az-5p	hsa-mir-548ay	27	48
hsa-mir-548az-5p	hsa-mir-548ac	15	36
hsa-mir-548az-5p	hsa-mir-548t	10	31
hsa-mir-548az-5p	hsa-mir-548d-2	24	45
hsa-mir-548az-5p	hsa-mir-548d-1	24	45
hsa-mir-548az-5p	hsa-mir-548ae-2	5	25
hsa-mir-548az-5p	hsa-mir-548ad	15	35
hsa-mir-548az-3p	hsa-mir-548az	58	78
hsa-mir-548az-3p	hsa-mir-548aq	38	58
hsa-mir-548az-3p	hsa-mir-548h-3	66	86
hsa-mir-6501-5p	hsa-mir-6501	3	24
hsa-mir-6501-3p	hsa-mir-6501	44	66
hsa-mir-6502-5p	hsa-mir-6502	10	31
hsa-mir-6502-3p	hsa-mir-6502	47	67
hsa-mir-6503-5p	hsa-mir-6503	17	39
hsa-mir-6503-3p	hsa-mir-6503	53	73
hsa-mir-6504-5p	hsa-mir-6504	5	25
hsa-mir-6504-3p	hsa-mir-6504	40	59
hsa-mir-6505-5p	hsa-mir-6505	4	25
hsa-mir-6505-3p	hsa-mir-6505	51	71
hsa-mir-6506-5p	hsa-mir-6506	2	24
hsa-mir-6506-3p	hsa-mir-6506	44	65
hsa-mir-6507-5p	hsa-mir-6507	6	26
hsa-mir-6507-3p	hsa-mir-6507	46	67
hsa-mir-6508-5p	hsa-mir-6508	5	25
hsa-mir-6508-3p	hsa-mir-6508	37	58
hsa-mir-6509-5p	hsa-mir-6509	15	35
hsa-mir-6509-3p	hsa-mir-6509	52	73
hsa-mir-6510-5p	hsa-mir-6510	3	24
hsa-mir-6510-3p	hsa-mir-6510	32	52
hsa-mir-6511a-5p	hsa-mir-6511a-4	5	27
hsa-mir-6511a-5p	hsa-mir-6511a-3	5	27
hsa-mir-6511a-5p	hsa-mir-6511a-2	5	27
hsa-mir-6511a-5p	hsa-mir-6511b-2	9	31
hsa-mir-6511a-5p	hsa-mir-6511b-1	14	36
hsa-mir-6511a-5p	hsa-mir-6511a-1	5	27
hsa-mir-6511a-3p	hsa-mir-6511a-4	44	65
hsa-mir-6511a-3p	hsa-mir-6511a-3	44	65
hsa-mir-6511a-3p	hsa-mir-6511a-2	44	65
hsa-mir-6511a-3p	hsa-mir-6511a-1	44	65
hsa-mir-6511a-3p	hsa-mir-6511b-2	48	69
hsa-mir-6511a-3p	hsa-mir-6511b-1	53	74
hsa-mir-6512-5p	hsa-mir-6512	9	30
hsa-mir-6512-3p	hsa-mir-6512	51	72
hsa-mir-6513-5p	hsa-mir-6513	3	25
hsa-mir-6513-3p	hsa-mir-6513	42	62
hsa-mir-6514-5p	hsa-mir-6514	1	23
hsa-mir-6514-3p	hsa-mir-6514	50	70
hsa-mir-6515-5p	hsa-mir-6515	3	23
hsa-mir-6515-3p	hsa-mir-6515	38	57
mmu-mir-6516-5p	mmu-mir-6516	23	44
mmu-mir-6516-3p	mmu-mir-6516	65	86
mmu-let-7k	mmu-let-7k	24	42
mmu-let-7k	mmu-let-7e	15	30
mmu-let-7k	mmu-let-7b	7	25
mmu-mir-6537-5p	mmu-mir-6537	35	56
mmu-mir-6537-3p	mmu-mir-6537	65	87
mmu-mir-6538	mmu-mir-6538	23	41
mmu-mir-6539	mmu-mir-6539	24	47
mmu-mir-6540-5p	mmu-mir-6540	24	45
mmu-mir-6540-3p	mmu-mir-6540	64	84
mmu-mir-3473e	mmu-mir-3473e	25	45
mmu-mir-3473e	mmu-mir-3473f	86	100
mmu-mir-3473e	mmu-mir-3473b	36	53
mmu-mir-3473e	mmu-mir-3473a	57	72
mmu-mir-3473e	mmu-mir-690	60	75
mmu-mir-3473e	mmu-mir-6413	67	81
mmu-mir-6541	mmu-mir-6541	69	89
hsa-mir-6715a-3p	hsa-mir-6715a	49	69
hsa-mir-6715b-5p	hsa-mir-6715b	11	31
hsa-mir-6715b-3p	hsa-mir-6715b	46	67
hsa-mir-6716-5p	hsa-mir-6716	16	35
hsa-mir-6716-3p	hsa-mir-6716	49	70
hsa-mir-6717-5p	hsa-mir-6717	11	32
hsa-mir-6511b-5p	hsa-mir-6511a-4	2	25
hsa-mir-6511b-5p	hsa-mir-6511a-3	2	25
hsa-mir-6511b-5p	hsa-mir-6511a-2	2	25
hsa-mir-6511b-5p	hsa-mir-6511b-2	6	29
hsa-mir-6511b-5p	hsa-mir-6511b-1	11	34
hsa-mir-6511b-5p	hsa-mir-6511a-1	2	25
hsa-mir-6511b-3p	hsa-mir-6511b-2	48	70
hsa-mir-6511b-3p	hsa-mir-6511b-1	53	75
hsa-mir-6511b-3p	hsa-mir-6511a-4	44	66
hsa-mir-6511b-3p	hsa-mir-6511a-3	44	66
hsa-mir-6511b-3p	hsa-mir-6511a-2	44	66
hsa-mir-6511b-3p	hsa-mir-6511a-1	44	66
hsa-mir-6718-5p	hsa-mir-6718	11	31
hsa-mir-6719-3p	hsa-mir-6719	56	77
hsa-mir-6720-5p	hsa-mir-6720	31	53
hsa-mir-6720-3p	hsa-mir-6720	67	88
hsa-mir-6721-5p	hsa-mir-6721	11	33
hsa-mir-6722-5p	hsa-mir-6722	11	30
hsa-mir-6722-3p	hsa-mir-6722	47	68
hsa-mir-6723-5p	hsa-mir-6723	11	32
hsa-mir-6724-5p	hsa-mir-6724	11	33
hsa-mir-892c-5p	hsa-mir-892c	11	31
hsa-mir-892c-5p	hsa-mir-892a	13	30
hsa-mir-892c-3p	hsa-mir-892c	46	67
hsa-mir-6726-5p	hsa-mir-6726	6	26
hsa-mir-6726-3p	hsa-mir-6726	42	61
hsa-mir-6727-5p	hsa-mir-6727	6	28
hsa-mir-6727-3p	hsa-mir-6727	46	65
hsa-mir-6728-5p	hsa-mir-6728	6	28
hsa-mir-6728-3p	hsa-mir-6728	69	89
hsa-mir-6729-5p	hsa-mir-6729	6	27
hsa-mir-6729-3p	hsa-mir-6729	45	65
hsa-mir-6730-5p	hsa-mir-6730	6	28
hsa-mir-6730-3p	hsa-mir-6730	45	66
hsa-mir-6731-5p	hsa-mir-6731	6	27
hsa-mir-6731-3p	hsa-mir-6731	52	72
hsa-mir-6732-5p	hsa-mir-6732	6	25
hsa-mir-6732-3p	hsa-mir-6732	38	60
hsa-mir-6733-5p	hsa-mir-6733	6	27
hsa-mir-6733-3p	hsa-mir-6733	42	61
hsa-mir-6734-5p	hsa-mir-6734	6	28
hsa-mir-6734-3p	hsa-mir-6734	46	68
hsa-mir-6735-5p	hsa-mir-6735	6	30
hsa-mir-6735-3p	hsa-mir-6735	52	73
hsa-mir-6736-5p	hsa-mir-6736	6	26
hsa-mir-6736-3p	hsa-mir-6736	39	59
hsa-mir-6737-5p	hsa-mir-6737	6	26
hsa-mir-6737-3p	hsa-mir-6737	49	70
hsa-mir-6738-5p	hsa-mir-6738	6	28
hsa-mir-6738-3p	hsa-mir-6738	41	64
hsa-mir-6739-5p	hsa-mir-6739	6	27
hsa-mir-6739-3p	hsa-mir-6739	55	75
hsa-mir-6740-5p	hsa-mir-6740	6	27
hsa-mir-6740-3p	hsa-mir-6740	92	113
hsa-mir-6741-5p	hsa-mir-6741	6	27
hsa-mir-6741-3p	hsa-mir-6741	42	63
hsa-mir-6742-5p	hsa-mir-6742	6	27
hsa-mir-6742-3p	hsa-mir-6742	43	62
hsa-mir-6743-5p	hsa-mir-6743	6	27
hsa-mir-6743-3p	hsa-mir-6743	48	70
hsa-mir-6744-5p	hsa-mir-6744	6	24
hsa-mir-6744-3p	hsa-mir-6744	44	66
hsa-mir-6745	hsa-mir-6745	103	123
hsa-mir-6746-5p	hsa-mir-6746	6	27
hsa-mir-6746-3p	hsa-mir-6746	42	63
hsa-mir-6747-5p	hsa-mir-6747	6	29
hsa-mir-6747-3p	hsa-mir-6747	41	61
hsa-mir-6748-5p	hsa-mir-6748	6	27
hsa-mir-6748-3p	hsa-mir-6748	51	71
hsa-mir-6749-5p	hsa-mir-6749	6	27
hsa-mir-6749-3p	hsa-mir-6749	49	69
hsa-mir-6750-5p	hsa-mir-6750	6	29
hsa-mir-6750-3p	hsa-mir-6750	55	75
hsa-mir-6751-5p	hsa-mir-6751	6	28
hsa-mir-6751-3p	hsa-mir-6751	43	63
hsa-mir-6752-5p	hsa-mir-6752	6	27
hsa-mir-6752-3p	hsa-mir-6752	51	71
hsa-mir-6753-5p	hsa-mir-6753	1	22
hsa-mir-6753-3p	hsa-mir-6753	139	160
hsa-mir-6754-5p	hsa-mir-6754	6	27
hsa-mir-6754-3p	hsa-mir-6754	44	65
hsa-mir-6755-5p	hsa-mir-6755	6	27
hsa-mir-6755-3p	hsa-mir-6755	45	66
hsa-mir-6756-5p	hsa-mir-6756	6	28
hsa-mir-6756-3p	hsa-mir-6756	44	63
hsa-mir-6757-5p	hsa-mir-6757	6	27
hsa-mir-6757-3p	hsa-mir-6757	47	68
hsa-mir-6758-5p	hsa-mir-6758	6	28
hsa-mir-6758-3p	hsa-mir-6758	44	63
hsa-mir-6759-5p	hsa-mir-6759	6	27
hsa-mir-6759-3p	hsa-mir-6759	44	65
hsa-mir-6760-5p	hsa-mir-6760	6	28
hsa-mir-6760-3p	hsa-mir-6760	48	68
hsa-mir-6761-5p	hsa-mir-6761	6	26
hsa-mir-6761-3p	hsa-mir-6761	49	70
hsa-mir-6762-5p	hsa-mir-6762	6	28
hsa-mir-6762-3p	hsa-mir-6762	64	86
hsa-mir-6763-5p	hsa-mir-6763	6	24
hsa-mir-6763-3p	hsa-mir-6763	45	65
hsa-mir-6764-5p	hsa-mir-6764	6	27
hsa-mir-6764-3p	hsa-mir-6764	41	61
hsa-mir-6765-5p	hsa-mir-6765	1	25
hsa-mir-6765-3p	hsa-mir-6765	67	87
hsa-mir-6766-5p	hsa-mir-6766	6	29
hsa-mir-6766-3p	hsa-mir-6766	48	69
hsa-mir-6767-5p	hsa-mir-6767	6	28
hsa-mir-6767-3p	hsa-mir-6767	45	66
hsa-mir-6768-5p	hsa-mir-6768	6	28
hsa-mir-6768-3p	hsa-mir-6768	45	68
hsa-mir-6769a-5p	hsa-mir-6769a	6	26
hsa-mir-6769a-3p	hsa-mir-6769a	53	73
hsa-mir-6770-5p	hsa-mir-6770-3	6	29
hsa-mir-6770-5p	hsa-mir-6770-2	6	29
hsa-mir-6770-5p	hsa-mir-6770-1	6	29
hsa-mir-6770-3p	hsa-mir-6770-3	40	60
hsa-mir-6770-3p	hsa-mir-6770-2	40	60
hsa-mir-6770-3p	hsa-mir-6770-1	40	60
hsa-mir-6771-5p	hsa-mir-6771	6	27
hsa-mir-6771-3p	hsa-mir-6771	40	60
hsa-mir-6772-5p	hsa-mir-6772	6	27
hsa-mir-6772-3p	hsa-mir-6772	41	63
hsa-mir-6773-5p	hsa-mir-6773	6	28
hsa-mir-6773-3p	hsa-mir-6773	53	74
hsa-mir-6774-5p	hsa-mir-6774	6	30
hsa-mir-6774-3p	hsa-mir-6774	50	70
hsa-mir-6775-5p	hsa-mir-6775	6	30
hsa-mir-6775-3p	hsa-mir-6775	49	69
hsa-mir-6776-5p	hsa-mir-6776	6	24
hsa-mir-6776-3p	hsa-mir-6776	37	59
hsa-mir-6777-5p	hsa-mir-6777	6	28
hsa-mir-6777-3p	hsa-mir-6777	47	66
hsa-mir-6778-5p	hsa-mir-6778	6	27
hsa-mir-6778-3p	hsa-mir-6778	53	73
hsa-mir-6779-5p	hsa-mir-6779	6	26
hsa-mir-6779-5p	hsa-mir-629	13	28
hsa-mir-6779-3p	hsa-mir-6779	39	59
hsa-mir-6780a-5p	hsa-mir-6780a	6	28
hsa-mir-6780a-3p	hsa-mir-6780a	48	68
hsa-mir-6781-5p	hsa-mir-6781	6	26
hsa-mir-6781-3p	hsa-mir-6781	43	64
hsa-mir-6782-5p	hsa-mir-6782	6	30
hsa-mir-6782-3p	hsa-mir-6782	46	68
hsa-mir-6783-5p	hsa-mir-6783	6	27
hsa-mir-6783-3p	hsa-mir-6783	43	64
hsa-mir-6784-5p	hsa-mir-6784	6	25
hsa-mir-6784-3p	hsa-mir-6784	46	67
hsa-mir-6785-5p	hsa-mir-6785	6	27
hsa-mir-6785-3p	hsa-mir-6785	61	81
hsa-mir-6786-5p	hsa-mir-6786	53	73
hsa-mir-6786-3p	hsa-mir-6786	88	110
hsa-mir-6787-5p	hsa-mir-6787	6	27
hsa-mir-6787-3p	hsa-mir-6787	40	61
hsa-mir-6788-5p	hsa-mir-6788	6	26
hsa-mir-6788-3p	hsa-mir-6788	45	66
hsa-mir-6789-5p	hsa-mir-6789	5	28
hsa-mir-6789-3p	hsa-mir-6789	78	98
hsa-mir-6790-5p	hsa-mir-6790	1	23
hsa-mir-6790-3p	hsa-mir-6790	39	59
hsa-mir-6791-5p	hsa-mir-6791	6	27
hsa-mir-6791-3p	hsa-mir-6791	47	67
hsa-mir-6792-5p	hsa-mir-6792	1	21
hsa-mir-6792-3p	hsa-mir-6792	42	63
hsa-mir-6793-5p	hsa-mir-6793	6	27
hsa-mir-6793-3p	hsa-mir-6793	44	63
hsa-mir-6794-5p	hsa-mir-6794	6	25
hsa-mir-6794-3p	hsa-mir-6794	47	66
hsa-mir-6795-5p	hsa-mir-6795	6	29
hsa-mir-6795-3p	hsa-mir-6795	48	68
hsa-mir-6796-5p	hsa-mir-6796	6	28
hsa-mir-6796-3p	hsa-mir-6796	42	62
hsa-mir-6797-5p	hsa-mir-6797	6	30
hsa-mir-6797-3p	hsa-mir-6797	49	70
hsa-mir-6798-5p	hsa-mir-6798	6	28
hsa-mir-6798-3p	hsa-mir-6798	47	67
hsa-mir-6799-5p	hsa-mir-6799	6	25
hsa-mir-6799-3p	hsa-mir-6799	47	69
hsa-mir-6800-5p	hsa-mir-6800	5	25
hsa-mir-6800-3p	hsa-mir-6800	59	79
hsa-mir-6801-5p	hsa-mir-6801	6	28
hsa-mir-6801-3p	hsa-mir-6801	55	74
hsa-mir-6802-5p	hsa-mir-6802	6	25
hsa-mir-6802-3p	hsa-mir-6802	44	65
hsa-mir-6803-5p	hsa-mir-6803	6	27
hsa-mir-6803-3p	hsa-mir-6803	44	65
hsa-mir-6804-5p	hsa-mir-6804	6	26
hsa-mir-6804-3p	hsa-mir-6804	47	68
hsa-mir-6805-5p	hsa-mir-6805	6	27
hsa-mir-6805-3p	hsa-mir-6805	40	62
hsa-mir-6806-5p	hsa-mir-6806	6	29
hsa-mir-6806-3p	hsa-mir-6806	43	64
hsa-mir-6807-5p	hsa-mir-6807	1	22
hsa-mir-6807-3p	hsa-mir-6807	70	92
hsa-mir-6808-5p	hsa-mir-6808	6	27
hsa-mir-6808-3p	hsa-mir-6808	39	59
hsa-mir-6809-5p	hsa-mir-6809	6	27
hsa-mir-6809-3p	hsa-mir-6809	96	116
hsa-mir-6810-5p	hsa-mir-6810	6	28
hsa-mir-6810-3p	hsa-mir-6810	48	70
hsa-mir-6811-5p	hsa-mir-6811	2	23
hsa-mir-6811-3p	hsa-mir-6811	38	58
hsa-mir-6812-5p	hsa-mir-6812	6	30
hsa-mir-6812-3p	hsa-mir-6812	44	64
hsa-mir-6813-5p	hsa-mir-6813	6	28
hsa-mir-6813-3p	hsa-mir-6813	36	56
hsa-mir-6814-5p	hsa-mir-6814	6	27
hsa-mir-6814-3p	hsa-mir-6814	49	70
hsa-mir-6815-5p	hsa-mir-6815	6	28
hsa-mir-6815-3p	hsa-mir-6815	41	61
hsa-mir-6816-5p	hsa-mir-6816	6	26
hsa-mir-6816-3p	hsa-mir-6816	42	59
hsa-mir-6817-5p	hsa-mir-6817	6	29
hsa-mir-6817-3p	hsa-mir-6817	47	65
hsa-mir-6818-5p	hsa-mir-6818	6	27
hsa-mir-6818-3p	hsa-mir-6818	44	65
hsa-mir-6819-5p	hsa-mir-6819	6	27
hsa-mir-6819-3p	hsa-mir-6819	41	61
hsa-mir-6820-5p	hsa-mir-6820	6	24
hsa-mir-6820-3p	hsa-mir-6820	41	62
hsa-mir-6821-5p	hsa-mir-6821	1	23
hsa-mir-6821-3p	hsa-mir-6821	54	74
hsa-mir-6822-5p	hsa-mir-6822	6	25
hsa-mir-6822-3p	hsa-mir-6822	37	60
hsa-mir-6823-5p	hsa-mir-6823	6	26
hsa-mir-6823-3p	hsa-mir-6823	41	61
hsa-mir-6824-5p	hsa-mir-6824	6	27
hsa-mir-6824-3p	hsa-mir-6824	43	63
hsa-mir-6825-5p	hsa-mir-6825	6	27
hsa-mir-6825-3p	hsa-mir-6825	44	65
hsa-mir-6826-5p	hsa-mir-6826	6	28
hsa-mir-6826-3p	hsa-mir-6826	77	98
hsa-mir-6827-5p	hsa-mir-6827	6	27
hsa-mir-6827-3p	hsa-mir-6827	39	59
hsa-mir-6828-5p	hsa-mir-6828	6	27
hsa-mir-6828-3p	hsa-mir-6828	41	60
hsa-mir-6829-5p	hsa-mir-6829	6	25
hsa-mir-6829-3p	hsa-mir-6829	48	67
hsa-mir-6830-5p	hsa-mir-6830	6	27
hsa-mir-6830-3p	hsa-mir-6830	48	70
hsa-mir-6831-5p	hsa-mir-6831	2	25
hsa-mir-6831-3p	hsa-mir-6831	61	81
hsa-mir-6832-5p	hsa-mir-6832	6	28
hsa-mir-6832-3p	hsa-mir-6832	53	72
hsa-mir-6833-5p	hsa-mir-6833	6	27
hsa-mir-6833-3p	hsa-mir-6833	41	61
hsa-mir-6834-5p	hsa-mir-6834	1	21
hsa-mir-6834-3p	hsa-mir-6834	61	80
hsa-mir-6835-5p	hsa-mir-6835	6	27
hsa-mir-6835-3p	hsa-mir-6835	42	64
hsa-mir-6780b-5p	hsa-mir-6780b	6	28
hsa-mir-6780b-3p	hsa-mir-6780b	59	79
hsa-mir-6836-5p	hsa-mir-6836	6	27
hsa-mir-6836-3p	hsa-mir-6836	43	63
hsa-mir-6837-5p	hsa-mir-6837	6	26
hsa-mir-6837-3p	hsa-mir-6837	42	64
hsa-mir-6838-5p	hsa-mir-6838	6	27
hsa-mir-6838-3p	hsa-mir-6838	37	56
hsa-mir-6839-5p	hsa-mir-6839	6	27
hsa-mir-6839-3p	hsa-mir-6839	92	113
hsa-mir-6840-5p	hsa-mir-6840	6	29
hsa-mir-6840-3p	hsa-mir-6840	46	67
hsa-mir-6841-5p	hsa-mir-6841	6	27
hsa-mir-6841-3p	hsa-mir-6841	52	72
hsa-mir-6842-5p	hsa-mir-6842	6	27
hsa-mir-6842-3p	hsa-mir-6842	44	65
hsa-mir-6843-3p	hsa-mir-6843	131	151
hsa-mir-6844	hsa-mir-6844	42	62
hsa-mir-6845-5p	hsa-mir-6845	6	24
hsa-mir-6845-3p	hsa-mir-6845	41	61
hsa-mir-6846-5p	hsa-mir-6846	6	27
hsa-mir-6846-3p	hsa-mir-6846	40	60
hsa-mir-6847-5p	hsa-mir-6847	6	28
hsa-mir-6847-3p	hsa-mir-6847	45	66
hsa-mir-6848-5p	hsa-mir-6848	6	28
hsa-mir-6848-3p	hsa-mir-6848	45	63
hsa-mir-6849-5p	hsa-mir-6849	6	28
hsa-mir-6849-3p	hsa-mir-6849	48	69
hsa-mir-6850-5p	hsa-mir-6850	1	22
hsa-mir-6850-3p	hsa-mir-6850	38	57
hsa-mir-6851-5p	hsa-mir-6851	6	28
hsa-mir-6851-3p	hsa-mir-6851	47	67
hsa-mir-6852-5p	hsa-mir-6852	6	26
hsa-mir-6852-3p	hsa-mir-6852	42	58
hsa-mir-6853-5p	hsa-mir-6853	6	29
hsa-mir-6853-3p	hsa-mir-6853	53	74
hsa-mir-6854-5p	hsa-mir-6854	6	29
hsa-mir-6854-3p	hsa-mir-6854	49	69
hsa-mir-6855-5p	hsa-mir-6855	6	30
hsa-mir-6855-3p	hsa-mir-6855	46	67
hsa-mir-6856-5p	hsa-mir-6856	6	29
hsa-mir-6856-3p	hsa-mir-6856	46	67
hsa-mir-6857-5p	hsa-mir-6857	6	27
hsa-mir-6857-3p	hsa-mir-6857	73	93
hsa-mir-6858-5p	hsa-mir-6858	1	22
hsa-mir-6858-3p	hsa-mir-6858	42	63
hsa-mir-6859-5p	hsa-mir-6859-3	6	28
hsa-mir-6859-5p	hsa-mir-6859-2	6	28
hsa-mir-6859-5p	hsa-mir-6859-1	6	28
hsa-mir-6859-3p	hsa-mir-6859-3	46	68
hsa-mir-6859-3p	hsa-mir-6859-2	46	68
hsa-mir-6859-3p	hsa-mir-6859-1	46	68
hsa-mir-6769b-5p	hsa-mir-6769b	6	28
hsa-mir-6769b-3p	hsa-mir-6769b	42	62
hsa-mir-6860	hsa-mir-6860	41	62
hsa-mir-6861-5p	hsa-mir-6861	6	27
hsa-mir-6861-3p	hsa-mir-6861	40	57
hsa-mir-6862-5p	hsa-mir-6862-2	6	27
hsa-mir-6862-5p	hsa-mir-6862-1	6	27
hsa-mir-6862-3p	hsa-mir-6862-2	45	68
hsa-mir-6862-3p	hsa-mir-6862-1	45	68
hsa-mir-6863	hsa-mir-6863	64	86
hsa-mir-6864-5p	hsa-mir-6864	6	29
hsa-mir-6864-3p	hsa-mir-6864	50	70
hsa-mir-6865-5p	hsa-mir-6865	6	28
hsa-mir-6865-3p	hsa-mir-6865	40	60
hsa-mir-6866-5p	hsa-mir-6866	6	28
hsa-mir-6866-3p	hsa-mir-6866	48	69
hsa-mir-6867-5p	hsa-mir-6867	6	28
hsa-mir-6867-3p	hsa-mir-6867	47	67
hsa-mir-6868-5p	hsa-mir-6868	6	27
hsa-mir-6868-3p	hsa-mir-6868	38	58
hsa-mir-6869-5p	hsa-mir-6869	1	22
hsa-mir-6869-3p	hsa-mir-6869	38	58
hsa-mir-6870-5p	hsa-mir-6870	6	24
hsa-mir-6870-3p	hsa-mir-6870	39	60
hsa-mir-6871-5p	hsa-mir-6871	6	27
hsa-mir-6871-3p	hsa-mir-6871	35	56
hsa-mir-6872-5p	hsa-mir-6872	6	25
hsa-mir-6872-3p	hsa-mir-6872	40	60
hsa-mir-6873-5p	hsa-mir-6873	6	27
hsa-mir-6873-3p	hsa-mir-6873	41	63
hsa-mir-6874-5p	hsa-mir-6874	6	28
hsa-mir-6874-3p	hsa-mir-6874	49	71
hsa-mir-6875-5p	hsa-mir-6875	6	26
hsa-mir-6875-3p	hsa-mir-6875	45	66
hsa-mir-6876-5p	hsa-mir-6876	6	27
hsa-mir-6876-3p	hsa-mir-6876	50	73
hsa-mir-6877-5p	hsa-mir-6877	6	27
hsa-mir-6877-3p	hsa-mir-6877	40	60
hsa-mir-6878-5p	hsa-mir-6878	6	28
hsa-mir-6878-3p	hsa-mir-6878	46	66
hsa-mir-6879-5p	hsa-mir-6879	6	27
hsa-mir-6879-3p	hsa-mir-6879	46	66
hsa-mir-6880-5p	hsa-mir-6880	6	27
hsa-mir-6880-3p	hsa-mir-6880	42	62
hsa-mir-6881-5p	hsa-mir-6881	6	27
hsa-mir-6881-3p	hsa-mir-6881	51	72
hsa-mir-6882-5p	hsa-mir-6882	6	27
hsa-mir-6882-3p	hsa-mir-6882	43	66
hsa-mir-6883-5p	hsa-mir-6883	6	27
hsa-mir-6883-3p	hsa-mir-6883	57	78
